case,method,budget_ratio,budget,candidate_events,retained_events,retained_anchors,scoring_and_routes_seconds,selection_seconds,model_seconds,witness_valid,score_positive_events,positive_entities,retained_positive_entities,entity_retention,candidate_positive_entities,positive_processes,retained_positive_processes,process_retention,nonseed_positive_entities,retained_nonseed_positive_entities,nonseed_entity_retention,core_reference_events,candidate_core_events,retained_core_events,core_event_retention,retained_nodes,missed_positive_entity_uuids,classification_accuracy,precision,path_recall,exploratory_followup
CADETS 13,rasp,0.2,7193,35967,7193,7165,0.2467239312827587,0.10319167003035545,0.34991560131311417,True,32014,24,14,0.5833333333333334,24,14,6,0.42857142857142855,19,9,0.47368421052631576,497,497,419,0.8430583501006036,141,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '044B097A-3F1C-11E8-A5CB-3FA3753A265A', '04632D66-3F1C-11E8-A5CB-3FA3753A265A', '0488BCD7-3F1C-11E8-A5CB-3FA3753A265A', '04A9D03C-3F1C-11E8-A5CB-3FA3753A265A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'E0F82A6C-3F1B-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,
CADETS 13,temporal_uniform,0.05,1798,35967,1798,1796,0.17653600871562958,0.0402839332818985,0.21681994199752808,True,31095,24,17,0.7083333333333334,24,14,8,0.5714285714285714,19,12,0.631578947368421,497,497,42,0.08450704225352113,322,"['0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '04632D66-3F1C-11E8-A5CB-3FA3753A265A', '48289024-3E7E-11E8-A5CB-3FA3753A265A', '482AD2B6-3E7E-11E8-A5CB-3FA3753A265A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'E0F82A6C-3F1B-11E8-A5CB-3FA3753A265A']",,,,
CADETS 13,temporal_uniform,0.1,3596,35967,3596,3592,0.17653600871562958,0.05698498338460922,0.2335209921002388,True,31095,24,19,0.7916666666666666,24,14,10,0.7142857142857143,19,14,0.7368421052631579,497,497,48,0.096579476861167,531,"['48289024-3E7E-11E8-A5CB-3FA3753A265A', '482AD2B6-3E7E-11E8-A5CB-3FA3753A265A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'E0F82A6C-3F1B-11E8-A5CB-3FA3753A265A']",,,,
CADETS 13,temporal_uniform,0.2,7193,35967,7193,7159,0.17653600871562958,0.08811062574386597,0.26464663445949554,True,31095,24,24,1.0,24,14,14,1.0,19,19,1.0,497,497,82,0.16498993963782696,743,[],,,,
CADETS 13,temporal_relation,0.05,1798,35967,1798,1798,0.20937221124768257,0.03973248973488808,0.24910470098257065,True,31095,24,21,0.875,24,14,14,1.0,19,16,0.8421052631578947,497,497,96,0.193158953722334,316,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '482AD2B6-3E7E-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,
CADETS 13,temporal_relation,0.1,3596,35967,3596,3582,0.20937221124768257,0.05512019246816635,0.2644924037158489,True,31095,24,24,1.0,24,14,14,1.0,19,19,1.0,497,497,140,0.28169014084507044,573,[],,,,
CADETS 13,temporal_relation,0.2,7193,35967,7193,7155,0.20937221124768257,0.08597230538725853,0.2953445166349411,True,31095,24,24,1.0,24,14,14,1.0,19,19,1.0,497,497,170,0.3420523138832998,728,[],,,,
CADETS 13,temporal_relation_old_routes,0.05,1798,35967,1798,1768,0.4560961425304413,0.060341063886880875,0.5164372064173222,True,31095,24,21,0.875,24,14,14,1.0,19,16,0.8421052631578947,497,497,97,0.19517102615694165,316,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '482AD2B6-3E7E-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,
CADETS 13,temporal_relation_old_routes,0.1,3596,35967,3596,3540,0.4560961425304413,0.05549798533320427,0.5115941278636456,True,31095,24,24,1.0,24,14,14,1.0,19,19,1.0,497,497,141,0.2837022132796781,571,[],,,,
CADETS 13,temporal_relation_old_routes,0.2,7193,35967,7193,7080,0.4560961425304413,0.09998912736773491,0.5560852698981762,True,31095,24,24,1.0,24,14,14,1.0,19,19,1.0,497,497,171,0.3440643863179074,728,[],,,,
CADETS 13,hybrid_relation_temporal,0.05,1798,35967,1798,1774,0.4560961425304413,0.04185425490140915,0.49795039743185043,True,31095,24,15,0.625,24,14,8,0.5714285714285714,19,10,0.5263157894736842,497,497,397,0.7987927565392354,145,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '044B097A-3F1C-11E8-A5CB-3FA3753A265A', '0488BCD7-3F1C-11E8-A5CB-3FA3753A265A', '04A9D03C-3F1C-11E8-A5CB-3FA3753A265A', '51110606-D232-9652-B2D2-3A7242968F8A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,
CADETS 13,hybrid_relation_temporal,0.1,3596,35967,3596,3572,0.4560961425304413,0.058737143874168396,0.5148332864046097,True,31095,24,15,0.625,24,14,8,0.5714285714285714,19,10,0.5263157894736842,497,497,418,0.8410462776659959,145,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '044B097A-3F1C-11E8-A5CB-3FA3753A265A', '0488BCD7-3F1C-11E8-A5CB-3FA3753A265A', '04A9D03C-3F1C-11E8-A5CB-3FA3753A265A', '51110606-D232-9652-B2D2-3A7242968F8A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,
CADETS 13,hybrid_relation_temporal,0.2,7193,35967,7193,7169,0.4560961425304413,0.09262480959296227,0.5487209521234035,True,31095,24,16,0.6666666666666666,24,14,8,0.5714285714285714,19,11,0.5789473684210527,497,497,421,0.8470824949698189,148,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '044B097A-3F1C-11E8-A5CB-3FA3753A265A', '0488BCD7-3F1C-11E8-A5CB-3FA3753A265A', '04A9D03C-3F1C-11E8-A5CB-3FA3753A265A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,
CADETS 13,reserve_0.1,0.05,1798,35967,1666,1647,0.4560961425304413,0.06654360890388489,0.5226397514343262,True,32014,24,14,0.5833333333333334,24,14,6,0.42857142857142855,19,9,0.47368421052631576,497,497,388,0.7806841046277666,157,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '044B097A-3F1C-11E8-A5CB-3FA3753A265A', '04632D66-3F1C-11E8-A5CB-3FA3753A265A', '0488BCD7-3F1C-11E8-A5CB-3FA3753A265A', '04A9D03C-3F1C-11E8-A5CB-3FA3753A265A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'E0F82A6C-3F1B-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,True
CADETS 13,reserve_0.1,0.1,3596,35967,3431,3412,0.4560961425304413,0.08284993097186089,0.5389460735023022,True,32014,24,14,0.5833333333333334,24,14,6,0.42857142857142855,19,9,0.47368421052631576,497,497,421,0.8470824949698189,209,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '044B097A-3F1C-11E8-A5CB-3FA3753A265A', '04632D66-3F1C-11E8-A5CB-3FA3753A265A', '0488BCD7-3F1C-11E8-A5CB-3FA3753A265A', '04A9D03C-3F1C-11E8-A5CB-3FA3753A265A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'E0F82A6C-3F1B-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,True
CADETS 13,reserve_0.1,0.2,7193,35967,7003,6986,0.4560961425304413,0.11608196049928665,0.5721781030297279,True,32014,24,17,0.7083333333333334,24,14,9,0.6428571428571429,19,12,0.631578947368421,497,497,422,0.8490945674044266,344,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '04632D66-3F1C-11E8-A5CB-3FA3753A265A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'E0F82A6C-3F1B-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,True
CADETS 13,reserve_0.25,0.05,1798,35967,1611,1593,0.4560961425304413,0.06696438789367676,0.523060530424118,True,32014,24,15,0.625,24,14,7,0.5,19,10,0.5263157894736842,497,497,316,0.635814889336016,223,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '04632D66-3F1C-11E8-A5CB-3FA3753A265A', '0488BCD7-3F1C-11E8-A5CB-3FA3753A265A', '04A9D03C-3F1C-11E8-A5CB-3FA3753A265A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'E0F82A6C-3F1B-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,True
CADETS 13,reserve_0.25,0.1,3596,35967,3402,3389,0.4560961425304413,0.0836213231086731,0.5397174656391144,True,32014,24,17,0.7083333333333334,24,14,9,0.6428571428571429,19,12,0.631578947368421,497,497,422,0.8490945674044266,351,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', '0433BCDC-3F1C-11E8-A5CB-3FA3753A265A', '04632D66-3F1C-11E8-A5CB-3FA3753A265A', 'E0CAAC23-3F1B-11E8-A5CB-3FA3753A265A', 'E0E17EDD-3F1B-11E8-A5CB-3FA3753A265A', 'E0F82A6C-3F1B-11E8-A5CB-3FA3753A265A', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,True
CADETS 13,reserve_0.25,0.2,7193,35967,6968,6957,0.4560961425304413,0.11549205705523491,0.5715881995856762,True,32014,24,22,0.9166666666666666,24,14,14,1.0,19,17,0.8947368421052632,497,497,434,0.8732394366197183,386,"['00C8E4E5-8BBC-D45B-BC8B-D32BABD4AFCE', 'EC6F1E3C-792F-485D-AF79-1A832D489243']",,,,True
THEIA 3,rasp,0.05,56610,1132218,56610,56535,10.183466866612434,1.2017600685358047,11.38522693514824,True,1132171,61,57,0.9344262295081968,61,49,47,0.9591836734693877,55,51,0.9272727272727272,870,870,183,0.2103448275862069,26409,"['0100D00F-1D12-1E00-0000-00009F8F0C12', '0100D00F-A84B-1E00-0000-000049134A16', '293847BC-0200-0000-0000-000000000020', '4D38FABD-0200-0000-0000-000000000020']",,,,
THEIA 3,rasp,0.1,113221,1132218,113221,112710,10.183466866612434,1.7026514261960983,11.886118292808533,True,1132171,61,59,0.9672131147540983,61,49,47,0.9591836734693877,55,53,0.9636363636363636,870,870,860,0.9885057471264368,30580,"['293847BC-0200-0000-0000-000000000020', '4D38FABD-0200-0000-0000-000000000020']",,,,
THEIA 3,rasp,0.2,226443,1132218,226443,224634,10.183466866612434,2.8418046683073044,13.025271534919739,True,1132171,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,870,1.0,35320,[],,,,
THEIA 3,temporal_uniform,0.05,56610,1132218,56610,55852,7.8461457043886185,1.1599367037415504,9.006082408130169,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,146,0.167816091954023,41893,[],,,,
THEIA 3,temporal_uniform,0.1,113221,1132218,113221,112007,7.8461457043886185,1.7251068502664566,9.571252554655075,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,183,0.2103448275862069,48591,[],,,,
THEIA 3,temporal_uniform,0.2,226443,1132218,226443,225052,7.8461457043886185,2.883868020027876,10.730013724416494,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,299,0.34367816091954023,48591,[],,,,
THEIA 3,temporal_relation,0.05,56610,1132218,56610,56135,8.823783665895462,1.1439838856458664,9.967767551541328,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,241,0.2770114942528736,37293,[],,,,
THEIA 3,temporal_relation,0.1,113221,1132218,113221,112383,8.823783665895462,1.6671596989035606,10.490943364799023,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,261,0.3,48591,[],,,,
THEIA 3,temporal_relation,0.2,226443,1132218,226443,225507,8.823783665895462,2.8300003185868263,11.653783984482288,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,431,0.4954022988505747,48591,[],,,,
THEIA 3,temporal_relation_old_routes,0.05,56610,1132218,56610,55794,19.007250532507896,1.1146403960883617,20.121890928596258,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,239,0.2747126436781609,37280,[],,,,
THEIA 3,temporal_relation_old_routes,0.1,113221,1132218,113221,111643,19.007250532507896,1.6529652886092663,20.660215821117163,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,261,0.3,48591,[],,,,
THEIA 3,temporal_relation_old_routes,0.2,226443,1132218,226443,224857,19.007250532507896,2.7901471592485905,21.797397691756487,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,431,0.4954022988505747,48591,[],,,,
THEIA 3,hybrid_relation_temporal,0.05,56610,1132218,56610,56321,19.007250532507896,1.1319641433656216,20.139214675873518,True,1114021,61,59,0.9672131147540983,61,49,47,0.9591836734693877,55,53,0.9636363636363636,870,870,239,0.2747126436781609,27282,"['293847BC-0200-0000-0000-000000000020', '4D38FABD-0200-0000-0000-000000000020']",,,,
THEIA 3,hybrid_relation_temporal,0.1,113221,1132218,113221,112518,19.007250532507896,1.7085841670632362,20.715834699571133,True,1114021,61,59,0.9672131147540983,61,49,47,0.9591836734693877,55,53,0.9636363636363636,870,870,860,0.9885057471264368,30644,"['293847BC-0200-0000-0000-000000000020', '4D38FABD-0200-0000-0000-000000000020']",,,,
THEIA 3,hybrid_relation_temporal,0.2,226443,1132218,226443,224260,19.007250532507896,2.8528537675738335,21.86010430008173,True,1114021,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,870,1.0,48054,[],,,,
THEIA 3,reserve_0.1,0.05,56610,1132218,56185,56110,19.007250532507896,1.7071565017104149,20.71440703421831,True,1132171,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,229,0.2632183908045977,27689,[],,,,True
THEIA 3,reserve_0.1,0.1,113221,1132218,106867,106437,19.007250532507896,2.2528220266103745,21.26007255911827,True,1132171,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,820,0.9425287356321839,31261,[],,,,True
THEIA 3,reserve_0.1,0.2,226443,1132218,204881,203519,19.007250532507896,3.405552301555872,22.41280283406377,True,1132171,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,870,1.0,33856,[],,,,True
THEIA 3,reserve_0.25,0.05,56610,1132218,50848,50720,19.007250532507896,1.6995540224015713,20.706804554909468,True,1132171,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,223,0.25632183908045975,27722,[],,,,True
THEIA 3,reserve_0.25,0.1,113221,1132218,90451,90038,19.007250532507896,2.27870998904109,21.285960521548986,True,1132171,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,395,0.4540229885057471,30757,[],,,,True
THEIA 3,reserve_0.25,0.2,226443,1132218,185091,184276,19.007250532507896,3.3952051885426044,22.4024557210505,True,1132171,61,61,1.0,61,49,49,1.0,55,55,1.0,870,870,870,1.0,39599,[],,,,True
